#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/mean_all_blunt.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.993300, 0.045050
#MH Acceptance-Rate:	37.77%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.249516
#Time: 804.361941099
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_02563	SAOUHSC_02563	urease accessory protein UreF%2C putative	47	56	3	43	0.000000	NE
SAOUHSC_02564	SAOUHSC_02564	urease accessory protein UreG	36	55	3	36	0.000000	NE
SAOUHSC_02565	SAOUHSC_02565	urease accessory protein UreD%2C putative	59	83	3	27	0.000000	NE
SAOUHSC_02566	SAOUHSC_02566	conserved hypothetical protein	25	33	2	8	0.000000	NE
SAOUHSC_02568	SAOUHSC_02568	conserved hypothetical protein	31	35	1	2	0.000000	NE
SAOUHSC_02569	SAOUHSC_02569	conserved hypothetical protein	71	83	2	20	0.000000	NE
SAOUHSC_02570	SAOUHSC_02570	conserved hypothetical protein	166	222	4	39	0.000000	NE
SAOUHSC_02571	SAOUHSC_02571	secretory antigen precursor%2C putative	67	83	2	18	0.000000	NE
SAOUHSC_02572	SAOUHSC_02572	conserved hypothetical protein	13	20	2	20	0.000000	NE
SAOUHSC_02573	SAOUHSC_02573	Na+/H+ antiporter NhaC	108	131	4	22	0.000000	NE
SAOUHSC_02574	SAOUHSC_02574	conserved hypothetical protein	81	100	2	25	0.000050	NE
SAOUHSC_02575	SAOUHSC_02575	conserved hypothetical protein	38	51	3	14	0.000000	NE
SAOUHSC_02576	SAOUHSC_02576	secretory antigen precursor SsaA%2C putative	42	46	1	2	0.000000	NE
SAOUHSC_02577	SAOUHSC_02577	D-isomer specific 2-hydroxyacid dehydrogenase%2C NAD binding domain protein	63	85	3	23	0.000000	NE
SAOUHSC_02579	SAOUHSC_02579	conserved hypothetical protein	96	113	3	20	0.000000	NE
SAOUHSC_02580	SAOUHSC_02580	N-acetylmuramoyl-L-alanine amidase%2C putative	37	53	5	55	0.000000	NE
SAOUHSC_02581	SAOUHSC_02581	conserved hypothetical protein	46	53	2	10	0.000000	NE
SAOUHSC_02582	SAOUHSC_02582	formate dehydrogenase%2C alpha subunit%2C putative	193	251	3	19	0.000000	NE
SAOUHSC_02583	SAOUHSC_02583	transcriptional regulator%2C putative	61	82	5	33	0.000000	NE
SAOUHSC_02584	SAOUHSC_02584	conserved hypothetical protein	59	77	3	23	0.000000	NE
SAOUHSC_02585	SAOUHSC_02585	conserved hypothetical protein	49	63	2	19	0.000000	NE
SAOUHSC_02587	SAOUHSC_02587	conserved hypothetical protein	75	83	2	12	0.000000	NE
SAOUHSC_02588	SAOUHSC_02588	conserved hypothetical protein	32	42	2	15	0.000000	NE
SAOUHSC_02589	SAOUHSC_02589	conserved hypothetical protein	70	100	5	39	0.000000	NE
SAOUHSC_02590	SAOUHSC_02590	conserved hypothetical protein	97	132	3	35	0.000000	NE
SAOUHSC_02591	SAOUHSC_02591	conserved hypothetical protein	25	34	3	31	0.000000	NE
SAOUHSC_02592	SAOUHSC_02592	conserved hypothetical protein	24	26	1	2	0.000000	NE
SAOUHSC_02593	SAOUHSC_02593	conserved hypothetical protein	14	18	3	20	0.000000	NE
SAOUHSC_02594	SAOUHSC_02594	conserved hypothetical protein	52	66	2	16	0.000000	NE
SAOUHSC_02595	SAOUHSC_02595	conserved hypothetical protein	77	97	3	13	0.000000	NE
SAOUHSC_02596	SAOUHSC_02596	conserved hypothetical protein	45	56	3	24	0.000000	NE
SAOUHSC_02597	SAOUHSC_02597	PTS system component%2C putative	119	155	4	35	0.000000	NE
SAOUHSC_02599	SAOUHSC_02599	Hex regulon repressor%2C putative	69	84	3	29	0.000000	NE
SAOUHSC_02600	SAOUHSC_02600	conserved hypothetical protein	28	37	1	2	0.000000	NE
SAOUHSC_02603	SAOUHSC_02603	conserved hypothetical protein	58	74	3	59	0.000000	NE
SAOUHSC_02604	SAOUHSC_02604	conserved hypothetical protein	49	60	5	56	0.000000	NE
SAOUHSC_02605	SAOUHSC_02605	conserved hypothetical protein	69	87	2	18	0.000000	NE
SAOUHSC_02606	SAOUHSC_02606	catalyzing the hydrolysis of 4-imidazolone-5-propionate to N-formimidoyl-L-glutamate%2C the third step in the histidine degradation pathway	73	110	4	45	0.000000	NE
SAOUHSC_02607	SAOUHSC_02607	catalyzes the formation of 4-imidazolone-5-propanoate from urocanate during histidine metabolism	79	110	3	29	0.000000	NE
SAOUHSC_02608	SAOUHSC_02608	conserved hypothetical protein	58	85	3	40	0.000000	NE
SAOUHSC_02609	SAOUHSC_02609	catalyzes resistance to fosfomycin by the addition of a thiol cofactor	33	50	3	12	0.000000	NE
SAOUHSC_02610	SAOUHSC_02610	catalyzes the formation of glutamate and formamide from N-formimidoyl-L-glutamate	47	72	3	57	0.000000	NE
SAOUHSC_02611	SAOUHSC_02611	conserved hypothetical protein	72	98	4	44	0.000000	NE
SAOUHSC_02612	SAOUHSC_02612	catalyzes D-ribose 5-phosphate --> D-ribulose 5-phosphate in the nonoxidative branch of the pentose phosphate pathway	2	65	60	568	0.998850	E
SAOUHSC_02613	SAOUHSC_02613	conserved hypothetical protein	42	58	2	36	0.000000	NE
SAOUHSC_02614	SAOUHSC_02614	aldose 1-epimerase precursor%2C putative	62	88	4	23	0.000000	NE
SAOUHSC_02615	SAOUHSC_02615	conserved hypothetical protein	24	31	3	15	0.000000	NE
SAOUHSC_02616	SAOUHSC_02616	-	15	20	1	2	0.000000	NE
SAOUHSC_02618	SAOUHSC_02618	conserved hypothetical protein	95	120	3	17	0.000000	NE
SAOUHSC_02619	SAOUHSC_02619	conserved hypothetical protein	56	73	1	2	0.000400	NE
SAOUHSC_02620	SAOUHSC_02620	conserved hypothetical protein	61	75	1	2	0.000600	NE
SAOUHSC_02621	SAOUHSC_02621	DNA-3-methyladenine glycosylase%2C putative	40	61	6	70	0.000000	NE
SAOUHSC_02622	SAOUHSC_02622	sodium/glutamate symporter	95	127	3	12	0.000000	NE
SAOUHSC_02623	SAOUHSC_02623	catalyzes the isomerization of isopentenyl pyrophosphate to dimethylallyl diphosphate	5	72	55	831	0.938200	U
SAOUHSC_02624	SAOUHSC_02624	conserved hypothetical protein	90	112	3	13	0.000000	NE
SAOUHSC_02625	SAOUHSC_02625	conserved hypothetical protein	40	49	5	64	0.000000	NE
SAOUHSC_02626	SAOUHSC_02626	conserved hypothetical protein	31	38	1	2	0.000000	NE
SAOUHSC_02627	SAOUHSC_02627	conserved hypothetical protein	61	76	3	35	0.000000	NE
SAOUHSC_02628	SAOUHSC_02628	conserved hypothetical protein	47	64	3	15	0.000000	NE
SAOUHSC_02629	SAOUHSC_02629	drug resistance transporter%2C EmrB/QacA subfamily%2C putative	152	201	5	27	0.000000	NE
SAOUHSC_02630	SAOUHSC_02630	conserved hypothetical protein	44	56	1	2	0.000100	NE
SAOUHSC_02631	SAOUHSC_02631	conserved hypothetical protein	48	61	2	9	0.000000	NE
SAOUHSC_02634	SAOUHSC_02634	conserved hypothetical protein	11	12	1	2	-1.000000	S
SAOUHSC_02635	SAOUHSC_02635	conserved hypothetical protein	99	132	3	42	0.000000	NE
SAOUHSC_02638	SAOUHSC_02638	conserved hypothetical protein	96	117	4	24	0.000000	NE
SAOUHSC_02640	SAOUHSC_02640	conserved hypothetical protein	32	44	3	53	0.000000	NE
SAOUHSC_02641	SAOUHSC_02641	permease%2C putative domain protein	74	109	3	26	0.000000	NE
SAOUHSC_02643	SAOUHSC_02643	DNA-binding response regulator%2C putative	48	65	3	30	0.000000	NE
SAOUHSC_02644	SAOUHSC_02644	sensor histidine kinase%2C putative	97	129	3	17	0.000000	NE
SAOUHSC_02645	SAOUHSC_02645	conserved hypothetical protein	38	50	3	20	0.000000	NE
SAOUHSC_02646	SAOUHSC_02646	conserved hypothetical protein	35	45	2	25	0.000000	NE
SAOUHSC_02647	SAOUHSC_02647	malate dehydrogenase%3B catalyzes the oxidation of malate to oxaloacetate	84	120	4	59	0.000000	NE
SAOUHSC_02648	SAOUHSC_02648	L-lactate permease	122	154	2	14	0.000000	NE
SAOUHSC_02649	SAOUHSC_02649	conserved hypothetical protein	125	170	2	6	0.000000	NE
SAOUHSC_02650	SAOUHSC_02650	lipoprotein%2C putative	49	63	3	19	0.000000	NE
SAOUHSC_02651	SAOUHSC_02651	conserved hypothetical protein	30	41	2	12	0.000000	NE
SAOUHSC_02652	SAOUHSC_02652	conserved hypothetical protein	65	81	2	17	0.000000	NE
SAOUHSC_02653	SAOUHSC_02653	conserved hypothetical protein	28	36	3	15	0.000000	NE
SAOUHSC_02654	SAOUHSC_02654	conserved hypothetical protein	71	88	3	49	0.000000	NE
SAOUHSC_02655	SAOUHSC_02655	conserved hypothetical protein	13	18	2	9	-1.000000	S
SAOUHSC_02656	SAOUHSC_02656	conserved hypothetical protein	46	52	2	26	0.000000	NE
SAOUHSC_02657	SAOUHSC_02657	conserved hypothetical protein	7	10	1	2	-1.000000	S
SAOUHSC_02658	SAOUHSC_02658	membrane protein%2C putative	98	116	3	17	0.000000	NE
SAOUHSC_02659	SAOUHSC_02659	conserved hypothetical protein	55	65	2	8	0.000000	NE
SAOUHSC_02660	SAOUHSC_02660	conserved hypothetical protein	86	111	4	47	0.000000	NE
SAOUHSC_02661	SAOUHSC_02661	PTS system sucrose-specific IIBC component%2C putative	90	117	3	16	0.000000	NE
SAOUHSC_02662	SAOUHSC_02662	PTS system sucrose-specific IIBC component	13	19	3	20	0.000000	NE
SAOUHSC_02663	SAOUHSC_02663	conserved hypothetical protein	25	32	3	14	0.000000	NE
SAOUHSC_02664	SAOUHSC_02664	transcriptional regulator%2C putative	175	228	8	74	0.000000	NE
SAOUHSC_02665	SAOUHSC_02665	conserved hypothetical protein	39	44	2	28	0.000000	NE
SAOUHSC_02666	SAOUHSC_02666	conserved hypothetical protein	23	33	2	8	0.000000	NE
SAOUHSC_02667	SAOUHSC_02667	conserved hypothetical protein	103	134	5	58	0.000000	NE
SAOUHSC_02668	SAOUHSC_02668	conserved hypothetical protein	31	36	1	2	0.000000	NE
SAOUHSC_02669	SAOUHSC_02669	conserved hypothetical protein	29	37	2	9	0.000000	NE
SAOUHSC_02670	SAOUHSC_02670	conserved hypothetical protein	37	45	2	24	0.000000	NE
SAOUHSC_02671	SAOUHSC_02671	conserved hypothetical protein	85	123	5	49	0.000000	NE
SAOUHSC_02674	SAOUHSC_02674	conserved hypothetical protein	64	82	3	19	0.000000	NE
SAOUHSC_02675	SAOUHSC_02675	conserved hypothetical protein	42	56	3	23	0.000000	NE
SAOUHSC_02676	SAOUHSC_02676	conserved hypothetical protein	63	86	4	35	0.000000	NE
SAOUHSC_02677	SAOUHSC_02677	conserved hypothetical protein	25	40	6	68	0.000000	NE
SAOUHSC_02678	SAOUHSC_02678	respiratory nitrate reductase%2C gamma subunit	66	78	3	29	0.000000	NE
SAOUHSC_02679	SAOUHSC_02679	respiratory nitrate reductase%2C delta subunit%2C putative	34	46	3	15	0.000000	NE
SAOUHSC_02680	SAOUHSC_02680	nitrate reductase%2C beta subunit	94	117	3	16	0.000000	NE
SAOUHSC_02681	SAOUHSC_02681	nitrate reductase%2C alpha subunit	206	272	3	60	0.000000	NE
SAOUHSC_02682	SAOUHSC_02682	uroporphyrin-III C-methyltransferase%2C putative	61	88	4	25	0.000000	NE
SAOUHSC_02683	SAOUHSC_02683	assimilatory nitrite reductase [NAD(P)H]%2C small subunit%2C putative	19	22	1	2	0.000000	NE
SAOUHSC_02684	SAOUHSC_02684	assimilatory nitrite reductase [NAD(P)H]%2C large subunit%2C putative	136	195	4	64	0.000000	NE
SAOUHSC_02685	SAOUHSC_02685	conserved hypothetical protein	40	59	3	17	0.000000	NE
SAOUHSC_02686	SAOUHSC_02686	conserved hypothetical protein	35	44	2	8	0.000000	NE
SAOUHSC_02687	SAOUHSC_02687	formate/nitrite transporter%2C putative	57	77	3	16	0.000000	NE
SAOUHSC_02688	SAOUHSC_02688	conserved hypothetical protein	26	27	1	2	0.000000	NE
SAOUHSC_02689	SAOUHSC_02689	conserved hypothetical protein	24	32	4	23	0.000000	NE
SAOUHSC_02690	SAOUHSC_02690	conserved hypothetical protein	94	137	4	32	0.000000	NE
SAOUHSC_02691	SAOUHSC_02691	conserved hypothetical protein	27	32	2	7	0.000000	NE
SAOUHSC_02692	SAOUHSC_02692	conserved hypothetical protein	23	26	1	2	0.000000	NE
SAOUHSC_02693	SAOUHSC_02693	conserved hypothetical protein	9	11	1	2	-1.000000	S
SAOUHSC_02694	SAOUHSC_02694	conserved hypothetical protein	44	59	4	54	0.000000	NE
SAOUHSC_02695	SAOUHSC_02695	conserved hypothetical protein	27	35	2	83	0.000000	NE
SAOUHSC_02696	SAOUHSC_02696	fmhA protein%2C putative	88	114	3	23	0.000000	NE
SAOUHSC_02697	SAOUHSC_02697	amino acid ABC transporter%2C ATP-binding protein%2C putative	39	50	5	90	0.000000	NE
SAOUHSC_02698	SAOUHSC_02698	amino acid ABC transproter%2C permease protein%2C putative	64	80	3	29	0.000000	NE
SAOUHSC_02699	SAOUHSC_02699	conserved hypothetical protein	55	68	2	7	0.000000	NE
SAOUHSC_02700	SAOUHSC_02700	conserved hypothetical protein	91	119	3	16	0.000000	NE
SAOUHSC_02701	SAOUHSC_02701	-	8	13	3	13	-1.000000	S
SAOUHSC_02702	SAOUHSC_02702	conserved hypothetical protein	11	12	1	2	-1.000000	S
SAOUHSC_02703	gpmA	2%2C3-bisphosphoglycerate-dependent%3B catalyzes the interconversion of 2-phosphoglycerate to 3-phosphoglycerate	56	64	3	31	0.000000	NE
SAOUHSC_02704	SAOUHSC_02704	conserved hypothetical protein	48	77	4	42	0.000000	NE
SAOUHSC_02705	SAOUHSC_02705	conserved hypothetical protein	15	16	1	2	-1.000000	S
SAOUHSC_02706	SAOUHSC_02706	immunoglobulin G-binding protein Sbi%2C putative	96	113	3	26	0.000000	NE
SAOUHSC_02708	SAOUHSC_02708	gamma-hemolysin h-gamma-ii subunit%2C putative	67	86	4	16	0.000000	NE
SAOUHSC_02709	SAOUHSC_02709	leukocidin s subunit precursor%2C putative	60	90	4	16	0.000000	NE
SAOUHSC_02710	SAOUHSC_02710	leukocidin f subunit precursor	79	94	3	25	0.000000	NE
SAOUHSC_02711	SAOUHSC_02711	conserved hypothetical protein	57	65	2	14	0.000000	NE
SAOUHSC_02712	SAOUHSC_02712	catalyzes the formation of pimeloyl-CoA from pimelate and coenzyme A	53	63	2	12	0.000000	NE
SAOUHSC_02713	SAOUHSC_02713	conserved hypothetical protein	106	126	2	14	0.000000	NE
SAOUHSC_02714	SAOUHSC_02714	catalyzes the formation of biotin from dethiobiotin and sulfur 2 S-adenosyl-L-methionine	72	95	5	42	0.000000	NE
SAOUHSC_02715	SAOUHSC_02715	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	88	119	4	35	0.000000	NE
SAOUHSC_02716	SAOUHSC_02716	dethiobiotin synthase%2C putative	53	63	2	12	0.000000	NE
SAOUHSC_02717	SAOUHSC_02717	conserved hypothetical protein	15	17	2	25	-1.000000	S
SAOUHSC_02718	SAOUHSC_02718	conserved hypothetical protein	144	172	3	19	0.000000	NE
SAOUHSC_02719	SAOUHSC_02719	conserved hypothetical protein	137	180	4	35	0.000000	NE
SAOUHSC_02720	SAOUHSC_02720	conserved hypothetical protein	11	13	1	2	-1.000000	S
SAOUHSC_02721	SAOUHSC_02721	conserved hypothetical protein	4	7	2	18	-1.000000	S
SAOUHSC_02722	SAOUHSC_02722	conserved hypothetical protein	37	46	2	26	0.000000	NE
SAOUHSC_02723	SAOUHSC_02723	glycerate kinase%2C putative	61	93	4	44	0.000000	NE
SAOUHSC_02724	SAOUHSC_02724	conserved hypothetical protein	42	56	2	13	0.000000	NE
SAOUHSC_02725	SAOUHSC_02725	conserved hypothetical protein	86	110	3	19	0.000000	NE
SAOUHSC_02726	SAOUHSC_02726	positive transcriptional activator%2C putative	36	48	3	20	0.000000	NE
SAOUHSC_02727	SAOUHSC_02727	conserved hypothetical protein	44	54	3	14	0.000000	NE
SAOUHSC_02728	SAOUHSC_02728	conserved hypothetical protein	60	77	2	6	0.000000	NE
SAOUHSC_02729	SAOUHSC_02729	amino acid ABC transporter-like protein%2C putative	100	130	3	33	0.000000	NE
SAOUHSC_02731	SAOUHSC_02731	conserved hypothetical protein	153	199	3	21	0.000000	NE
SAOUHSC_02732	SAOUHSC_02732	-	7	10	1	2	-1.000000	S
SAOUHSC_02733	SAOUHSC_02733	membrane protein%2C putative	151	192	3	16	0.000000	NE
SAOUHSC_02734	SAOUHSC_02734	conserved hypothetical protein	12	17	2	11	-1.000000	S
SAOUHSC_02736	SAOUHSC_02736	conserved hypothetical protein	110	146	3	22	0.000000	NE
SAOUHSC_02737	SAOUHSC_02737	epimerase/dehydratase%2C putative	52	67	2	13	0.000000	NE
SAOUHSC_02739	SAOUHSC_02739	ketopantoate reductase%3B catalyzes the NADPH reduction of ketopantoate to pantoate%3B functions in pantothenate (vitamin B5) biosynthesis	63	74	2	16	0.000000	NE
SAOUHSC_02740	SAOUHSC_02740	drug transporter%2C putative	121	146	3	25	0.000000	NE
SAOUHSC_02741	SAOUHSC_02741	amino acid ABC transporter%2C permease protein%2C putative	55	65	2	17	0.000000	NE
SAOUHSC_02742	SAOUHSC_02742	amino acid transporter%2C putative	62	85	2	10	0.000000	NE
SAOUHSC_02743	SAOUHSC_02743	amino acid ABC transporter%2C permease protein%2C putative	47	61	3	62	0.000000	NE
SAOUHSC_02744	SAOUHSC_02744	amino acid ABC transporter%2C ATP-binding protein%2C putative	85	108	3	21	0.000000	NE
SAOUHSC_02745	SAOUHSC_02745	conserved hypothetical protein	6	8	2	5	-1.000000	S
SAOUHSC_02746	SAOUHSC_02746	conserved hypothetical protein	6	8	2	9	-1.000000	S
SAOUHSC_02747	SAOUHSC_02747	conserved hypothetical protein	47	55	2	17	0.000000	NE
SAOUHSC_02750	SAOUHSC_02750	conserved hypothetical protein	121	147	4	77	0.000000	NE
SAOUHSC_02751	SAOUHSC_02751	conserved hypothetical protein	85	122	5	68	0.000000	NE
SAOUHSC_02752	SAOUHSC_02752	conserved hypothetical protein	77	107	4	41	0.000000	NE
SAOUHSC_02753	SAOUHSC_02753	membrane protein%2C putative	60	75	2	10	0.000000	NE
SAOUHSC_02754	SAOUHSC_02754	ABC transporter%2C ATP-binding protein%2C putative	51	61	2	9	0.000000	NE
SAOUHSC_02755	SAOUHSC_02755	conserved hypothetical protein	69	87	3	19	0.000000	NE
SAOUHSC_02756	SAOUHSC_02756	conserved hypothetical protein	20	28	2	20	0.000000	NE
SAOUHSC_02757	SAOUHSC_02757	conserved hypothetical protein	18	32	5	21	0.000000	NE
SAOUHSC_02759	SAOUHSC_02759	conserved hypothetical protein	41	46	2	22	0.000000	NE
SAOUHSC_02760	SAOUHSC_02760	glutamate synthase alpha subunit%2C putative	115	145	3	26	0.000000	NE
SAOUHSC_02761	SAOUHSC_02761	conserved hypothetical protein	70	87	4	43	0.000000	NE
SAOUHSC_02762	SAOUHSC_02762	conserved hypothetical protein	91	118	3	14	0.000000	NE
SAOUHSC_02763	SAOUHSC_02763	peptide ABC transporter%2C ATP-binding protein%2C putative	46	60	3	22	0.000000	NE
SAOUHSC_02764	SAOUHSC_02764	peptide ABC transporter%2C ATP-binding protein%2C putative	47	61	2	17	0.000000	NE
SAOUHSC_02765	SAOUHSC_02765	nickel ABC transporter%2C permease protein%2C putative	63	81	2	11	0.000000	NE
SAOUHSC_02766	SAOUHSC_02766	peptide ABC transporter%2C permease protein%2C putative	79	93	2	32	0.000000	NE
SAOUHSC_02767	SAOUHSC_02767	peptide ABC transporter%2C peptide-binding protein%2C putative	93	118	2	27	0.000000	NE
SAOUHSC_02768	SAOUHSC_02768	conserved hypothetical protein	62	78	1	2	0.001850	NE
SAOUHSC_02769	SAOUHSC_02769	conserved hypothetical protein	65	79	2	8	0.000000	NE
SAOUHSC_02770	SAOUHSC_02770	conserved hypothetical protein	52	67	3	26	0.000000	NE
SAOUHSC_02771	SAOUHSC_02771	conserved hypothetical protein	28	44	5	51	0.000000	NE
SAOUHSC_02772	SAOUHSC_02772	conserved hypothetical protein	39	51	1	2	0.000000	NE
SAOUHSC_02773	SAOUHSC_02773	transporter%2C putative	122	154	3	23	0.000000	NE
SAOUHSC_02774	SAOUHSC_02774	conserved hypothetical protein	28	35	2	15	0.000000	NE
SAOUHSC_02775	SAOUHSC_02775	conserved hypothetical protein	33	37	1	2	0.000000	NE
SAOUHSC_02776	SAOUHSC_02776	conserved hypothetical protein	36	43	2	6	0.000000	NE
SAOUHSC_02777	SAOUHSC_02777	conserved hypothetical protein	37	43	1	2	0.000000	NE
SAOUHSC_02778	SAOUHSC_02778	conserved hypothetical protein	50	62	3	59	0.000000	NE
SAOUHSC_02779	SAOUHSC_02779	conserved hypothetical protein	19	23	2	11	0.000000	NE
SAOUHSC_02780	SAOUHSC_02780	conserved hypothetical protein	21	28	2	8	0.000000	NE
SAOUHSC_02781	SAOUHSC_02781	conserved hypothetical protein	16	19	2	10	0.000000	NE
SAOUHSC_02782	SAOUHSC_02782	conserved hypothetical protein	10	13	2	17	-1.000000	S
SAOUHSC_02783	SAOUHSC_02783	conserved hypothetical protein	62	76	3	40	0.000000	NE
SAOUHSC_02784	SAOUHSC_02784	conserved hypothetical protein	11	19	4	25	0.000000	NE
SAOUHSC_02785	SAOUHSC_02785	conserved hypothetical protein	21	27	2	5	0.000000	NE
SAOUHSC_02788	SAOUHSC_02788	conserved hypothetical protein	52	70	6	63	0.000000	NE
SAOUHSC_02789	SAOUHSC_02789	conserved hypothetical protein	52	66	2	9	0.000000	NE
SAOUHSC_02790	SAOUHSC_02790	conserved hypothetical protein	256	321	4	16	0.000000	NE
SAOUHSC_02791	SAOUHSC_02791	pyrophosphohydrolase%2C putative	24	33	4	83	0.000000	NE
SAOUHSC_02793	SAOUHSC_02793	conserved hypothetical protein	70	162	13	160	0.006000	NE
SAOUHSC_02794	SAOUHSC_02794	conserved hypothetical protein	22	27	2	19	0.000000	NE
SAOUHSC_02795	SAOUHSC_02795	conserved hypothetical protein	34	42	2	13	0.000000	NE
SAOUHSC_02796	SAOUHSC_02796	conserved hypothetical protein	34	38	3	12	0.000000	NE
SAOUHSC_02797	SAOUHSC_02797	conserved hypothetical protein	114	142	3	35	0.000000	NE
SAOUHSC_02798	SAOUHSC_02798	conserved hypothetical protein	262	321	3	31	0.000000	NE
SAOUHSC_02799	SAOUHSC_02799	staphylococcal accessory regulator T%2C putative	38	46	2	8	0.000000	NE
SAOUHSC_02800	SAOUHSC_02800	conserved hypothetical protein	65	86	2	11	0.000000	NE
SAOUHSC_02801	SAOUHSC_02801	UTP-glucose-1-phosphate uridylyltransferase	22	63	7	89	0.000000	NE
SAOUHSC_02802	SAOUHSC_02802	fibronectin binding protein B%2C putative	171	219	3	23	0.000000	NE
SAOUHSC_02803	SAOUHSC_02803	fibronectin-binding protein precursor%2C putative	184	240	5	47	0.000000	NE
SAOUHSC_02804	SAOUHSC_02804	conserved hypothetical protein	7	12	3	25	-1.000000	S
SAOUHSC_02805	SAOUHSC_02805	conserved hypothetical protein	14	36	5	49	0.000000	NE
SAOUHSC_02806	SAOUHSC_02806	gluconate permease%2C putative	90	126	4	59	0.000000	NE
SAOUHSC_02808	SAOUHSC_02808	gluconate kinase	88	114	3	47	0.000000	NE
SAOUHSC_02809	SAOUHSC_02809	gluconate operon transcriptional repressor%2C putative	27	36	2	16	0.000000	NE
SAOUHSC_02810	SAOUHSC_02810	conserved hypothetical protein	63	71	1	2	0.000450	NE
SAOUHSC_02811	SAOUHSC_02811	conserved hypothetical protein	56	72	2	11	0.000000	NE
SAOUHSC_02812	SAOUHSC_02812	conserved hypothetical protein	11	22	3	40	0.000000	NE
SAOUHSC_02815	SAOUHSC_02815	conserved hypothetical protein	91	119	2	11	0.000000	NE
SAOUHSC_02816	SAOUHSC_02816	conserved hypothetical protein	61	71	2	11	0.000000	NE
SAOUHSC_02817	SAOUHSC_02817	-	7	8	1	2	-1.000000	S
SAOUHSC_02818	SAOUHSC_02818	conserved hypothetical protein	126	153	3	23	0.000000	NE
SAOUHSC_02819	SAOUHSC_02819	conserved hypothetical protein	36	50	3	14	0.000000	NE
SAOUHSC_02820	SAOUHSC_02820	conserved hypothetical protein	55	61	1	2	0.000100	NE
SAOUHSC_02821	SAOUHSC_02821	membrane spanning protein%2C putative	66	87	4	35	0.000000	NE
SAOUHSC_02822	SAOUHSC_02822	conserved hypothetical protein	126	169	3	30	0.000000	NE
SAOUHSC_02823	SAOUHSC_02823	conserved hypothetical protein	68	88	3	24	0.000000	NE
SAOUHSC_02824	SAOUHSC_02824	conserved hypothetical protein	25	38	4	41	0.000000	NE
SAOUHSC_02825	SAOUHSC_02825	conserved hypothetical protein	55	73	3	25	0.000000	NE
SAOUHSC_02826	SAOUHSC_02826	conserved hypothetical protein	31	37	2	10	0.000000	NE
SAOUHSC_02827	SAOUHSC_02827	conserved hypothetical protein	17	21	2	14	0.000000	NE
SAOUHSC_02828	SAOUHSC_02828	conserved hypothetical protein	40	63	3	63	0.000000	NE
SAOUHSC_02829	SAOUHSC_02829	NAD(P)H-flavin oxidoreductase%2C putative	27	42	3	23	0.000000	NE
SAOUHSC_02830	SAOUHSC_02830	catalyzes the formation of pyruvate from lactate	66	93	4	26	0.000000	NE
SAOUHSC_02831	SAOUHSC_02831	conserved hypothetical protein	62	74	2	20	0.000000	NE
SAOUHSC_02832	SAOUHSC_02832	conserved hypothetical protein	53	71	2	12	0.000000	NE
SAOUHSC_02833	SAOUHSC_02833	conserved hypothetical protein	78	97	5	26	0.000000	NE
SAOUHSC_02834	SAOUHSC_02834	sortase%2C putative	50	56	1	2	0.000000	NE
