#Tn5 Gaps
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit tn5gaps bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig BW25113.prot_table transit_res/sum_all_1_BW25113.tab -r Sum
#Data: bedgraphs/ERR2249109_1_BW25113.wig,bedgraphs/ERR2249110_1_BW25113.wig,bedgraphs/ERR2249111_1_BW25113.wig,bedgraphs/ERR2249112_1_BW25113.wig
#Annotation path: BW25113.prot_table
#Time: 126.894939184
#Essential gene count: 455
#Minimum reads: 1
#Replicate combination method: Sum
#Minimum significant run length: 80
#Expected run length: 5.13993
#Expected max run length: 59.4475978239
#Orf	Name	Desc	k	n	r	ovr	lenovr	pval	padj	call
BW25113_3418	malT	positive regulator of mal regulon	693	2703	72	72	72	0.03060	0.25320	Non-essential
BW25113_3421	rtcB	-	352	1224	17	17	17	1.00000	1.00000	Non-essential
BW25113_3422	rtcR	sigma54-dependent regulator of rtcBA expression	417	1596	24	24	24	1.00000	1.00000	Non-essential
BW25113_3423	glpR	DNA-binding transcriptional repressor%3Bregulator%3B Energy metabolism%2C carbon: Anaerobic respiration%3B repressor of the glp operon	184	756	30	30	30	1.00000	1.00000	Non-essential
BW25113_3424	glpG	protein of glp regulon	219	828	29	29	29	1.00000	1.00000	Non-essential
BW25113_3425	glpE	rhodanese (thiosulfate:cyanide sulfertransferase)	102	324	24	24	24	1.00000	1.00000	Non-essential
BW25113_3426	glpD	sn-glycerol-3-phosphate dehydrogenase (aerobic)	325	1503	37	37	37	1.00000	1.00000	Non-essential
BW25113_3428	glgP	-	699	2445	30	30	30	1.00000	1.00000	Non-essential
BW25113_3429	glgA	-	434	1431	20	20	20	1.00000	1.00000	Non-essential
BW25113_3430	glgC	-	392	1293	27	27	27	1.00000	1.00000	Non-essential
BW25113_3431	glgX	part of glycogen operon%2C a glycosyl hydrolase%2C debranching enzyme	583	1971	30	30	30	1.00000	1.00000	Non-essential
BW25113_3432	glgB	-	658	2184	23	23	23	1.00000	1.00000	Non-essential
BW25113_3433	asd	aspartate-semialdehyde dehydrogenase	12	1101	249	249	249	0.00000	0.00000	Essential
BW25113_3434	yhgN	-	167	591	22	22	25	1.00000	1.00000	Non-essential
BW25113_3437	gntK	gluconokinase 2%2C thermoresistant%3B gluconate transport%2C GNT I system	116	525	25	25	25	1.00000	1.00000	Non-essential
BW25113_3438	gntR	regulator of gluconate (gnt) operon	287	993	19	19	19	1.00000	1.00000	Non-essential
BW25113_3439	yhhW	-	217	693	19	19	19	1.00000	1.00000	Non-essential
BW25113_3440	yhhX	putative regulator	223	1035	36	36	36	1.00000	1.00000	Non-essential
BW25113_3441	yhhY	-	239	486	12	12	12	1.00000	1.00000	Non-essential
BW25113_3442	yhhZ	-	196	1176	131	131	131	0.00000	0.00000	Essential
BW25113_3444	insA	-	109	273	18	18	18	1.00000	1.00000	Non-essential
BW25113_3445	insB1	-	215	501	18	18	18	1.00000	1.00000	Non-essential
BW25113_3446	yrhB	-	125	282	13	13	13	1.00000	1.00000	Non-essential
BW25113_3447	ggt	-	486	1740	39	39	39	1.00000	1.00000	Non-essential
BW25113_3448	yhhA	-	93	438	26	26	27	1.00000	1.00000	Non-essential
BW25113_3449	ugpQ	-	153	741	31	31	31	1.00000	1.00000	Non-essential
BW25113_3450	ugpC	ATP-binding component of sn-glycerol 3-phosphate transport system	211	1068	30	30	30	1.00000	1.00000	Non-essential
BW25113_3451	ugpE	sn-glycerol 3-phosphate transport system%2C integral membrane protein%3B membrane component of ABC superfamily	194	843	25	25	25	1.00000	1.00000	Non-essential
BW25113_3452	ugpA	sn-glycerol 3-phosphate transport system%2C integral membrane protein%3B membrane component of ABC superfamily	189	885	31	31	31	1.00000	1.00000	Non-essential
BW25113_3453	ugpB	sn-glycerol 3-phosphate transport system%3B periplasmic binding protein%3B periplasmic-binding component of ABC superfamily	306	1314	33	33	33	1.00000	1.00000	Non-essential
BW25113_3454	livF	ATP-binding component of leucine transport	130	711	37	37	37	1.00000	1.00000	Non-essential
BW25113_3455	livG	ATP-binding component of high-affinity branched-chain amino acid transport system	204	765	16	16	16	1.00000	1.00000	Non-essential
BW25113_3456	livM	high-affinity branched-chain amino acid transport%3B membrane component of ABC superfamily	266	1275	51	51	51	0.99171	1.00000	Non-essential
BW25113_3457	livH	high-affinity branched-chain amino acid transport system%3B membrane component%3B membrane component of ABC superfamily	258	924	23	23	23	1.00000	1.00000	Non-essential
BW25113_3458	livK	high-affinity leucine-specific transport system%3B periplasmic binding protein%3B periplasmic-binding component of ABC superfamily	334	1107	20	20	20	1.00000	1.00000	Non-essential
BW25113_3459	panM	-	112	381	29	29	29	1.00000	1.00000	Non-essential
BW25113_3460	livJ	high-affinity branched-chain amino acid transport protein (ABC superfamily%2C peri_bind)%3B periplasmic-binding component of ABC superfamily	291	1101	24	24	24	1.00000	1.00000	Non-essential
BW25113_3461	rpoH	RNA polymerase%2C sigma(32) factor%3B regulation of proteins induced at high temperatures	16	852	178	178	178	0.00000	0.00000	Essential
BW25113_3462	ftsX	cell division membrane protein	155	1056	65	65	65	0.15351	1.00000	Non-essential
BW25113_3463	ftsE	ATP-binding component of a membrane-associated complex involved in cell division	116	666	57	57	57	0.67893	1.00000	Non-essential
BW25113_3464	ftsY	cell division membrane protein	12	1491	247	247	247	0.00000	0.00000	Essential
BW25113_3465	rsmD	-	149	594	28	28	28	1.00000	1.00000	Non-essential
BW25113_3466	yhhL	-	68	267	28	29	29	1.00000	1.00000	Non-essential
BW25113_3467	yhhM	putative receptor	103	357	24	24	24	1.00000	1.00000	Non-essential
BW25113_3468	yhhN	putative enzyme	227	624	14	14	14	1.00000	1.00000	Non-essential
BW25113_3469	zntA	zinc-transporting ATPase	667	2196	21	21	21	1.00000	1.00000	Non-essential
BW25113_3470	tusA	small protein required for cell growth%3B affects RpoS stability%3B small ubiquitous RNA-binding protein required for normal growth%2C cytoplasmic	26	243	34	34	34	1.00000	1.00000	Non-essential
BW25113_3471	yhhQ	-	170	663	28	28	28	1.00000	1.00000	Non-essential
BW25113_3472	dcrB	-	167	555	17	17	17	1.00000	1.00000	Non-essential
BW25113_3473	yhhS	putative transport	316	1215	23	23	23	1.00000	1.00000	Non-essential
BW25113_3474	yhhT	-	308	1047	31	31	31	1.00000	1.00000	Non-essential
BW25113_3475	acpT	-	183	585	19	19	19	1.00000	1.00000	Non-essential
BW25113_3476	nikA	periplasmic binding protein for nickel%3B periplasmic-binding component of ABC superfamily	437	1572	28	28	28	1.00000	1.00000	Non-essential
BW25113_3477	nikB	transport of nickel%2C membrane protein%3B membrane component of ABC superfamily	237	942	38	38	38	1.00000	1.00000	Non-essential
BW25113_3478	nikC	transport of nickel%2C membrane protein%3B membrane component of ABC superfamily	265	831	13	13	14	1.00000	1.00000	Non-essential
BW25113_3479	nikD	ATP-binding protein of nickel transport system%3B ATP-binding component of ABC superfamily	229	762	38	38	38	1.00000	1.00000	Non-essential
BW25113_3480	nikE	ATP-binding protein of nickel transport system%3B ATP-binding component of ABC superfamily	189	804	24	24	24	1.00000	1.00000	Non-essential
BW25113_3481	nikR	-	124	399	18	18	18	1.00000	1.00000	Non-essential
BW25113_3482	rhsB	rhsB protein in rhs element	1657	4233	45	45	45	1.00000	1.00000	Non-essential
BW25113_3483	yhhH	-	67	381	47	47	47	1.00000	1.00000	Non-essential
BW25113_3484	yhhI	putative receptor	505	1134	36	36	36	1.00000	1.00000	Non-essential
BW25113_3485	yhhJ	putative transporter	263	1122	27	27	27	1.00000	1.00000	Non-essential
BW25113_3486	rbbA	ribosome-associated ATPase%2C ATP-binding domain (N-terminal)	675	2733	45	45	45	1.00000	1.00000	Non-essential
BW25113_3487	yhiI	putative membrane protein	264	1065	26	26	26	1.00000	1.00000	Non-essential
BW25113_3488	yhiJ	-	446	1620	69	69	69	0.06184	0.47856	Non-essential
BW25113_3491	yhiM	-	675	1050	9	9	9	1.00000	1.00000	Non-essential
BW25113_3492	yhiN	-	391	1200	27	27	27	1.00000	1.00000	Non-essential
BW25113_3493	pitA	low-affinity phosphate transport	426	1497	27	27	27	1.00000	1.00000	Non-essential
BW25113_3494	uspB	-	125	333	15	15	15	1.00000	1.00000	Non-essential
BW25113_3495	uspA	universal stress protein%3B broad regulatory function?	150	432	11	11	11	1.00000	1.00000	Non-essential
BW25113_3496	dtpB	putative transport protein	443	1467	25	25	25	1.00000	1.00000	Non-essential
BW25113_3497	rsmJ	-	200	750	24	24	24	1.00000	1.00000	Non-essential
BW25113_3498	prlC	-	566	2040	33	33	33	1.00000	1.00000	Non-essential
BW25113_3499	rlmJ	-	242	840	23	23	23	1.00000	1.00000	Non-essential
BW25113_3500	gor	-	238	1350	49	49	49	0.99957	1.00000	Non-essential
BW25113_3501	arsR	transcriptional repressor of chromosomal ars operon	80	351	22	22	22	1.00000	1.00000	Non-essential
BW25113_3502	arsB	arsenical pump membrane protein	434	1287	27	27	27	1.00000	1.00000	Non-essential
BW25113_3503	arsC	-	150	423	18	18	18	1.00000	1.00000	Non-essential
BW25113_3505	insH1	-	499	1014	14	14	14	1.00000	1.00000	Non-essential
BW25113_3506	slp	outer membrane protein induced after carbon starvation	371	564	11	11	11	1.00000	1.00000	Non-essential
BW25113_3507	dctR	-	284	528	21	21	21	1.00000	1.00000	Non-essential
BW25113_3508	yhiD	putative transport ATPase	437	645	10	10	10	1.00000	1.00000	Non-essential
BW25113_3509	hdeB	-	151	324	25	25	32	1.00000	1.00000	Non-essential
BW25113_3510	hdeA	-	211	330	7	7	7	1.00000	1.00000	Non-essential
BW25113_3511	hdeD	-	315	570	12	12	12	1.00000	1.00000	Non-essential
BW25113_3512	gadE	-	131	525	53	53	53	0.94850	1.00000	Non-essential
BW25113_3513	mdtE	putative membrane protein	318	1155	23	23	23	1.00000	1.00000	Non-essential
BW25113_3514	mdtF	putative transport system permease protein	925	3111	33	33	33	1.00000	1.00000	Non-essential
BW25113_3515	gadW	putative ARAC-type regulatory protein	374	726	14	14	14	1.00000	1.00000	Non-essential
BW25113_3516	gadX	-	417	822	21	21	21	1.00000	1.00000	Non-essential
BW25113_3517	gadA	glutamate decarboxylase isozyme	579	1398	18	18	18	1.00000	1.00000	Non-essential
BW25113_3518	yhjA	-	777	1395	22	22	22	1.00000	1.00000	Non-essential
BW25113_3519	treF	-	532	1647	23	23	23	1.00000	1.00000	Non-essential
BW25113_3520	yhjB	putative regulator	330	600	12	12	12	1.00000	1.00000	Non-essential
BW25113_3521	yhjC	putative transcriptional regulator LYSR-type	257	897	22	22	22	1.00000	1.00000	Non-essential
BW25113_3522	yhjD	-	209	1011	33	33	33	1.00000	1.00000	Non-essential
BW25113_3523	yhjE	putative transport protein	374	1320	23	23	23	1.00000	1.00000	Non-essential
BW25113_3524	yhjG	-	455	2058	44	44	44	1.00000	1.00000	Non-essential
BW25113_3525	yhjH	-	189	765	30	30	30	1.00000	1.00000	Non-essential
BW25113_3526	kdgK	-	262	927	38	38	38	1.00000	1.00000	Non-essential
BW25113_3527	yhjJ	-	447	1494	31	31	31	1.00000	1.00000	Non-essential
BW25113_3528	dctA	uptake of C4-dicarboxylic acids	374	1284	25	25	25	1.00000	1.00000	Non-essential
BW25113_3529	yhjK	-	574	1986	29	29	29	1.00000	1.00000	Non-essential
BW25113_3530	bcsC	putative oxidoreductase subunit	973	3471	35	35	35	1.00000	1.00000	Non-essential
BW25113_3531	bcsZ	-	319	1104	25	25	25	1.00000	1.00000	Non-essential
BW25113_3532	bcsB	-	729	2337	21	21	21	1.00000	1.00000	Non-essential
BW25113_3533	bcsA	putative cellulose synthase	767	2616	21	21	21	1.00000	1.00000	Non-essential
BW25113_3535	yhjR	-	83	186	7	10	10	1.00000	1.00000	Non-essential
BW25113_3536	bcsE	conserved hypothetical protein%3B Salmonella ortholog implicated in the biosynthesis of cellulose%2C although the precise role remains unclear	629	1569	35	35	35	1.00000	1.00000	Non-essential
BW25113_3537	bcsF	-	44	189	30	30	30	1.00000	1.00000	Non-essential
BW25113_3538	bcsG	-	467	1677	31	31	31	1.00000	1.00000	Non-essential
BW25113_3539	yhjV	putative transporter protein	612	1269	18	18	18	1.00000	1.00000	Non-essential
BW25113_3540	dppF	putative ATP-binding component of dipeptide transport system	270	1002	24	24	24	1.00000	1.00000	Non-essential
BW25113_3541	dppD	putative ATP-binding component of dipeptide transport system	225	981	25	25	25	1.00000	1.00000	Non-essential
BW25113_3542	dppC	dipeptide transport system permease protein 2%3B membrane component of ABC superfamily	238	900	18	18	18	1.00000	1.00000	Non-essential
BW25113_3543	dppB	dipeptide transport system permease protein 1%3B membrane component of ABC superfamily	291	1017	24	24	24	1.00000	1.00000	Non-essential
BW25113_3544	dppA	dipeptide transport protein%3B periplasmic-binding component of ABC superfamily	455	1605	30	30	30	1.00000	1.00000	Non-essential
BW25113_3545	proK	-	15	74	10	10	10	1.00000	1.00000	Non-essential
BW25113_3546	eptB	-	569	1689	20	20	20	1.00000	1.00000	Non-essential
BW25113_3547	yhjX	putative resistance protein	374	1206	25	25	25	1.00000	1.00000	Non-essential
BW25113_3548	yhjY	putative lipase	234	696	18	18	18	1.00000	1.00000	Non-essential
BW25113_3549	tag	-	154	561	31	31	31	1.00000	1.00000	Non-essential
BW25113_3550	yiaC	-	106	438	37	37	37	1.00000	1.00000	Non-essential
BW25113_3551	bisC	-	633	2331	32	32	32	1.00000	1.00000	Non-essential
BW25113_3552	yiaD	putative outer membrane protein	241	657	19	19	19	1.00000	1.00000	Non-essential
BW25113_3553	ghrB	-	289	972	25	25	25	1.00000	1.00000	Non-essential
BW25113_3554	yiaF	-	239	708	16	16	16	1.00000	1.00000	Non-essential
BW25113_3555	yiaG	-	82	288	33	33	33	1.00000	1.00000	Non-essential
BW25113_3556	cspA	cold shock protein 7.4%2C transcriptional activator of hns	49	210	15	15	15	1.00000	1.00000	Non-essential
BW25113_3557	insJ	-	146	519	28	28	28	1.00000	1.00000	Non-essential
BW25113_3558	insK	-	417	849	20	20	20	1.00000	1.00000	Non-essential
BW25113_3559	glyS	-	21	2067	281	281	281	0.00000	0.00000	Essential
BW25113_3560	glyQ	-	8	909	210	210	210	0.00000	0.00000	Essential
BW25113_3561	wecH	-	500	993	23	23	23	1.00000	1.00000	Non-essential
BW25113_3562	yiaA	-	270	435	13	13	13	1.00000	1.00000	Non-essential
BW25113_3563	yiaB	-	164	339	13	13	13	1.00000	1.00000	Non-essential
BW25113_3564	xylB	-	491	1452	17	17	17	1.00000	1.00000	Non-essential
BW25113_3565	xylA	-	452	1320	24	24	24	1.00000	1.00000	Non-essential
BW25113_3566	xylF	xylose binding protein transport system%3B periplasmic-binding component of ABC superfamily	491	990	22	22	22	1.00000	1.00000	Non-essential
BW25113_3567	xylG	putative ATP-binding protein of xylose transport system	913	1539	27	27	27	1.00000	1.00000	Non-essential
BW25113_3568	xylH	putative xylose transport%2C membrane component%3B membrane component of ABC superfamily	336	1179	26	26	26	1.00000	1.00000	Non-essential
BW25113_3569	xylR	putative regulator of xyl operon	334	1176	42	42	42	1.00000	1.00000	Non-essential
BW25113_3570	bax	putative ATP-binding protein	262	822	15	15	15	1.00000	1.00000	Non-essential
BW25113_3571	malS	-	509	2028	45	45	45	1.00000	1.00000	Non-essential
BW25113_3572	avtA	alanine-alpha-ketoisovalerate (or valine-pyruvate) transaminase%2C transaminase C	354	1251	38	38	38	1.00000	1.00000	Non-essential
BW25113_3573	ysaA	-	114	471	30	30	30	1.00000	1.00000	Non-essential
BW25113_3574	yiaJ	-	211	846	24	24	24	1.00000	1.00000	Non-essential
BW25113_3575	yiaK	putative dehydrogenase	241	996	37	37	37	1.00000	1.00000	Non-essential
BW25113_3576	yiaL	putative lipase	173	465	15	15	15	1.00000	1.00000	Non-essential
BW25113_3577	yiaM	-	226	471	12	12	12	1.00000	1.00000	Non-essential
BW25113_3578	yiaN	putative membrane protein	543	1275	18	18	18	1.00000	1.00000	Non-essential
BW25113_3579	yiaO	putative solute-binding transport protein	353	984	19	19	19	1.00000	1.00000	Non-essential
BW25113_3580	lyxK	L-xylulose kinase%2C cryptic	410	1494	37	37	37	1.00000	1.00000	Non-essential
BW25113_3581	sgbH	probable 3-hexulose 6-phosphate synthase	174	660	21	21	21	1.00000	1.00000	Non-essential
BW25113_3582	sgbU	-	210	858	42	42	42	1.00000	1.00000	Non-essential
BW25113_3583	sgbE	-	232	693	26	26	26	1.00000	1.00000	Non-essential
BW25113_3584	yiaT	-	364	738	11	11	11	1.00000	1.00000	Non-essential
BW25113_3585	yiaU	putative transcriptional regulator LYSR-type	451	972	24	24	24	1.00000	1.00000	Non-essential
BW25113_3586	yiaV	putative membrane protein	466	1134	16	16	16	1.00000	1.00000	Non-essential
BW25113_3587	yiaW	-	182	321	9	9	9	1.00000	1.00000	Non-essential
BW25113_3588	aldB	aldehyde dehydrogenase B (lactaldehyde dehydrogenase)	460	1536	18	18	18	1.00000	1.00000	Non-essential
BW25113_3589	yiaY	putative oxidoreductase	491	1149	16	16	16	1.00000	1.00000	Non-essential
BW25113_3590	selB	-	584	1842	28	28	28	1.00000	1.00000	Non-essential
BW25113_3591	selA	selenocysteine synthase: L-seryl-tRNA (Ser) selenium transferase	356	1389	28	28	28	1.00000	1.00000	Non-essential
BW25113_3592	yibF	putative S-transferase	190	606	23	23	23	1.00000	1.00000	Non-essential
BW25113_3593	rhsA	rhsA protein in rhs element	1733	4131	17	17	17	1.00000	1.00000	Non-essential
BW25113_3594	yibA	-	237	840	32	32	32	1.00000	1.00000	Non-essential
BW25113_3596	yibG	-	64	459	85	85	85	0.00137	0.01400	Essential
BW25113_3597	yibH	putative membrane protein	355	1134	35	35	35	1.00000	1.00000	Non-essential
BW25113_3598	yibI	-	101	360	27	27	27	1.00000	1.00000	Non-essential
BW25113_3599	mtlA	PTS system%2C mannitol-specific enzyme IIABC components	571	1911	35	35	35	1.00000	1.00000	Non-essential
BW25113_3600	mtlD	mannitol-1-phosphate dehydrogenase	343	1146	29	29	29	1.00000	1.00000	Non-essential
BW25113_3601	mtlR	repressor for mtl	177	585	26	26	26	1.00000	1.00000	Non-essential
BW25113_3602	yibL	-	87	360	40	40	40	1.00000	1.00000	Non-essential
BW25113_3603	lldP	-	521	1653	16	16	16	1.00000	1.00000	Non-essential
BW25113_3604	lldR	transcriptional regulator	225	774	27	27	27	1.00000	1.00000	Non-essential
BW25113_3605	lldD	L-lactate dehydrogenase	340	1188	24	24	24	1.00000	1.00000	Non-essential
BW25113_3606	trmL	-	134	471	24	24	24	1.00000	1.00000	Non-essential
BW25113_3607	cysE	-	164	819	37	37	37	1.00000	1.00000	Non-essential
BW25113_3608	gpsA	-	18	1017	216	216	216	0.00000	0.00000	Essential
BW25113_3609	secB	protein export%3B molecular chaperone%3B may bind to signel sequence	46	465	43	43	43	1.00000	1.00000	Non-essential
BW25113_3610	grxC	-	62	249	27	27	27	1.00000	1.00000	Non-essential
BW25113_3611	yibN	-	130	429	24	24	24	1.00000	1.00000	Non-essential
BW25113_3612	gpmM	putative 2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	423	1542	33	33	33	1.00000	1.00000	Non-essential
BW25113_3613	envC	putative membrane protein	378	1257	21	21	21	1.00000	1.00000	Non-essential
BW25113_3614	yibQ	-	296	957	18	18	18	1.00000	1.00000	Non-essential
BW25113_3615	waaH	putative regulator	580	1032	25	25	25	1.00000	1.00000	Non-essential
BW25113_3616	tdh	threonine dehydrogenase	354	1023	41	41	41	1.00000	1.00000	Non-essential
BW25113_3617	kbl	2-amino-3-ketobutyrate CoA ligase (glycine acetyltransferase)	349	1194	23	23	23	1.00000	1.00000	Non-essential
BW25113_3618	yibB	involved in lipopolysaccharide biosynthesis	284	855	31	31	31	1.00000	1.00000	Non-essential
BW25113_3619	hldD	ADP-L-glycero-D-mannoheptose-6-epimerase	164	930	40	40	40	1.00000	1.00000	Non-essential
BW25113_3620	waaF	ADP-heptose--lps heptosyltransferase II%3B lipopolysaccharide core biosynthesis	200	1044	26	26	26	1.00000	1.00000	Non-essential
BW25113_3621	waaC	heptosyl transferase I%3B lipopolysaccharide core biosynthesis	232	957	22	22	22	1.00000	1.00000	Non-essential
BW25113_3622	waaL	O-antigen ligase%3B lipopolysaccharide core biosynthesis	386	1257	122	122	122	0.00000	0.00000	Essential
BW25113_3623	waaU	probably hexose transferase%3B lipopolysaccharide core biosynthesis	281	1071	56	56	56	0.76405	1.00000	Non-essential
BW25113_3624	waaZ	lipopolysaccharide core biosynthesis	233	849	40	40	40	1.00000	1.00000	Non-essential
BW25113_3625	waaY	lipopolysaccharide core biosynthesis	212	696	25	25	25	1.00000	1.00000	Non-essential
BW25113_3626	waaJ	-	296	1014	40	40	40	1.00000	1.00000	Non-essential
BW25113_3627	waaR	UDP-D-galactose:(glucosyl)lipopolysaccharide- alpha-1%2C3-D-galactosyltransferase	313	1017	80	80	80	0.00455	0.04301	Essential
BW25113_3628	waaB	-	429	1077	32	32	32	1.00000	1.00000	Non-essential
BW25113_3629	waaS	lipopolysaccharide core biosynthesis	185	933	72	72	72	0.03060	0.25320	Non-essential
BW25113_3630	waaP	lipopolysaccharide core biosynthesis%3B phosphorylation of core heptose%3B attaches phosphate-containing substrate to LPS co	274	795	19	19	19	1.00000	1.00000	Non-essential
BW25113_3631	waaG	glucosyltransferase I%3B lipopolysaccharide core biosynthesis	479	1122	25	25	25	1.00000	1.00000	Non-essential
BW25113_3632	waaQ	lipopolysaccharide core biosynthesis	529	1032	20	20	20	1.00000	1.00000	Non-essential
BW25113_3633	waaA	-	19	1275	303	303	303	0.00000	0.00000	Essential
BW25113_3634	coaD	-	4	477	363	363	363	0.00000	0.00000	Essential
BW25113_3635	mutM	formamidopyrimidine DNA glycosylase	238	807	21	21	21	1.00000	1.00000	Non-essential
BW25113_3636	rpmG	-	20	165	30	30	30	1.00000	1.00000	Non-essential
BW25113_3637	rpmB	-	3	234	186	186	216	0.00000	0.00000	Essential
BW25113_3638	yicR	DNA repair protein	188	666	34	34	34	1.00000	1.00000	Non-essential
BW25113_3639	dfp	flavoprotein affecting synthesis of DNA and pantothenate metabolism	15	1218	233	233	233	0.00000	0.00000	Essential
BW25113_3640	dut	-	8	453	168	168	168	0.00000	0.00000	Essential
BW25113_3641	slmA	putative transcriptional regulator	197	594	15	15	15	1.00000	1.00000	Non-essential
BW25113_3642	pyrE	-	144	639	49	49	49	0.99957	1.00000	Non-essential
BW25113_3644	yicC	putative alpha helix protein	239	861	22	22	22	1.00000	1.00000	Non-essential
BW25113_3645	dinD	-	264	822	28	28	28	1.00000	1.00000	Non-essential
BW25113_3646	yicG	-	210	615	20	20	20	1.00000	1.00000	Non-essential
BW25113_3647	ligB	putative enzyme	544	1680	23	23	23	1.00000	1.00000	Non-essential
BW25113_3648	gmk	-	8	621	154	154	154	0.00000	0.00000	Essential
BW25113_3649	rpoZ	-	47	273	25	25	25	1.00000	1.00000	Non-essential
BW25113_3650	spoT	(p)ppGpp synthetase II%3B also guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase	233	2106	250	250	250	0.00000	0.00000	Essential
BW25113_3651	trmH	-	202	687	20	20	20	1.00000	1.00000	Non-essential
BW25113_3652	recG	DNA helicase%2C resolution of Holliday junctions%2C branch migration	552	2079	33	33	33	1.00000	1.00000	Non-essential
BW25113_3653	gltS	glutamate transport	326	1203	22	22	22	1.00000	1.00000	Non-essential
BW25113_3654	xanP	putative transport protein	376	1389	48	48	48	0.99995	1.00000	Non-essential
BW25113_3655	yicH	-	507	1707	16	16	16	1.00000	1.00000	Non-essential
BW25113_3656	yicI	-	693	2316	20	20	20	1.00000	1.00000	Non-essential
BW25113_3657	yicJ	putative permease	392	1380	34	34	34	1.00000	1.00000	Non-essential
BW25113_3658	selC	-	33	92	7	7	7	1.00000	1.00000	Non-essential
BW25113_3659	setC	two-module transport protein	666	1182	10	10	10	1.00000	1.00000	Non-essential
BW25113_3660	yicL	putative permease transporter	410	921	23	23	23	1.00000	1.00000	Non-essential
BW25113_3661	nlpA	lipoprotein-28	461	816	26	26	26	1.00000	1.00000	Non-essential
BW25113_3662	nepI	putative transport protein	353	1188	17	17	17	1.00000	1.00000	Non-essential
BW25113_3663	yicN	-	100	450	39	39	39	1.00000	1.00000	Non-essential
BW25113_3664	yicO	-	733	1332	14	14	14	1.00000	1.00000	Non-essential
BW25113_3665	ade	-	597	1764	30	30	30	1.00000	1.00000	Non-essential
BW25113_3666	uhpT	hexose phosphate transport protein	373	1389	23	23	23	1.00000	1.00000	Non-essential
BW25113_3667	uhpC	regulator of uhpT	305	1317	37	37	37	1.00000	1.00000	Non-essential
BW25113_3668	uhpB	sensor histidine protein kinase phosphorylates UhpA	472	1500	18	18	18	1.00000	1.00000	Non-essential
BW25113_3669	uhpA	response regulator%2C positive activator of uhpT transcription (sensor%2C uhpB)	160	588	22	22	22	1.00000	1.00000	Non-essential
BW25113_3670	ilvN	acetolactate synthase I%2C valine sensitive%2C small subunit	64	288	17	20	23	1.00000	1.00000	Non-essential
BW25113_3671	ilvB	acetolactate synthase I%2Cvaline-sensitive%2C large subunit	488	1686	28	28	28	1.00000	1.00000	Non-essential
BW25113_3672	ivbL	-	40	96	6	6	6	1.00000	1.00000	Non-essential
BW25113_3673	emrD	2-module integral membrane pump%3B multidrug resistance	317	1182	23	23	23	1.00000	1.00000	Non-essential
BW25113_3674	yidF	putative transcriptional regulator	127	495	27	27	27	1.00000	1.00000	Non-essential
BW25113_3675	yidG	-	103	360	24	24	24	1.00000	1.00000	Non-essential
BW25113_3676	yidH	-	83	345	20	20	20	1.00000	1.00000	Non-essential
BW25113_3677	yidI	-	78	447	32	32	32	1.00000	1.00000	Non-essential
BW25113_3678	yidJ	putative sulfatase	416	1491	22	22	22	1.00000	1.00000	Non-essential
BW25113_3679	yidK	putative cotransporter	500	1713	26	26	26	1.00000	1.00000	Non-essential
BW25113_3680	yidL	putative ARAC-type regulatory protein	425	891	36	36	36	1.00000	1.00000	Non-essential
BW25113_3684	yidP	putative transcriptional regulator	207	714	26	26	26	1.00000	1.00000	Non-essential
BW25113_3685	yidE	putative transport protein	553	1659	16	16	16	1.00000	1.00000	Non-essential
BW25113_3686	ibpB	heat shock protein	138	426	16	16	16	1.00000	1.00000	Non-essential
BW25113_3687	ibpA	heat shock protein	121	411	15	15	15	1.00000	1.00000	Non-essential
BW25113_3688	yidQ	-	100	330	27	27	27	1.00000	1.00000	Non-essential
BW25113_3689	yidR	-	399	1245	62	62	62	0.28987	1.00000	Non-essential
BW25113_3690	cbrA	-	269	1062	20	20	20	1.00000	1.00000	Non-essential
BW25113_3691	dgoT	D-galactonate transport	436	1290	21	21	21	1.00000	1.00000	Non-essential
BW25113_3693	dgoK	-	232	876	25	25	25	1.00000	1.00000	Non-essential
BW25113_3696	yidX	putative replicase EC 2.7.-	194	654	35	35	35	1.00000	1.00000	Non-essential
BW25113_3697	yidA	-	293	810	21	21	21	1.00000	1.00000	Non-essential
BW25113_3698	yidB	-	104	396	16	16	16	1.00000	1.00000	Non-essential
BW25113_3699	gyrB	DNA gyrase subunit B%2C type II topoisomerase%2C ATPase activity	28	2412	543	543	543	0.00000	0.00000	Essential
BW25113_3700	recF	ssDNA and dsDNA binding%2C ATP binding	334	1071	26	26	26	1.00000	1.00000	Non-essential
BW25113_3701	dnaN	DNA polymerase III%2C beta-subunit	13	1098	315	315	315	0.00000	0.00000	Essential
BW25113_3702	dnaA	DNA biosynthesis%3B initiation of chromosome replication%3B can be transcription regulator	12	1401	366	366	366	0.00000	0.00000	Essential
BW25113_3703	rpmH	-	3	138	67	67	67	0.09800	0.71838	Non-essential
