Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
3154	1	arcB	b3210,ECK3200,f776,JW5536	72.17559814453125	3348711	3351047	2337	1	2	48994928	aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB	2201868
3155	1	yhcC	b3211,ECK3201,JW3178	72.22799682617188	3351143	3352072	930	1	2	2367204	putative Fe-S oxidoreductase	
3156	1	gltB	aspB,b3212,ECK3202,JW3179,o1517,ossB,psiQ	72.26249694824219	3352747	3357207	4461	0	2	308199519	glutamate synthase, large subunit	
3157	1	gltD	aspB,b3213,ECK3203,JW3180,o472,ossB,psiQ	72.35890197753906	3357220	3358638	1419	0	2	1789606	glutamate synthase, 4Fe-4S protein, small subunit	8921877
3158	1	gltF	b3214,ECK3204,JW3181,o254,ossB	72.40160369873047	3359198	3359962	765	0	2	1789608	periplasmic protein	
3159	1	yhcA	b3215,ECK3205,JW3182,o224	72.42179870605469	3360134	3360808	675	0	2	1789609	putative periplasmic chaperone protein	
3160	1	yhcD	b3216,ECK3206,JW3183,o793	72.43669891357422	3360829	3363210	2382	0	2	1789610	putative outer membrane mbrial subunitusher protein	
10167	1	yhcE	b3217,b4549,b4569,ECK3207,JW3184,JW3187	72.48799896240234	3363207	3364951	1745	0	2			
10168	1	insH1	b3218,ECK0261,insH	72.49909973144531	3363724	3364740	1017	1	2	1789612	IS5 transposase and trans-activator	
3163	1	yhcF	b3219,ECK3208,JW3188,o238	72.52549743652344	3364948	3365664	717	0	2	1789613	putative transcriptional regulator	
3164	1	yhcG	b3220,ECK3209,JW3189,o375	72.5448989868164	3365849	3366976	1128	0	2	1789614	hypothetical protein	
3165	1	yhcH	b3221,ECK3210,f154,JW3190	72.57050323486328	3367036	3367500	465	1	2	1789615	hypothetical protein	
3166	1	nanK	b3222,ECK3211,f302,JW5538,yhcI	72.58049774169922	3367497	3368372	876	1	2	87082230	N-acetylmannosamine kinase	
3167	1	nanE	b3223,ECK3212,f229,JW3192,yhcJ	72.59919738769531	3368369	3369058	690	1	2	1789617	putative N-acetylmannosamine-6-P epimerase	
3168	1	nanT	b3224,ECK3213,f506,JW3193	72.61509704589844	3369106	3370596	1491	1	2	87082231	sialic acid transporter	
3169	1	nanA	b3225,ECK3214,f297,JW3194,npl	72.64959716796875	3370705	3371598	894	1	2	1789620	N-acetylneuraminate lyase	
3170	1	nanR	b3226,ECK3215,f263,JW3195,yhcK	72.67150115966797	3371720	3372511	792	1	2	1789621	DNA-binding transcriptional repressor of the nan operon, induced by sialic acid	
3171	1	dcuD	b3227,ECK3216,JW3196,o455,yhcL	72.69670104980469	3372891	3374258	1368	0	2	1789622	putative transporter	
3172	1	sspB	b3228,ECK3217,f165,JW3197	72.72709655761719	3374301	3374798	498	1	2	1789623	ClpXP protease specificity enhancing factor	
3173	1	sspA	b3229,ECK3218,f212,JW3198,pog,ssp	72.73789978027344	3374804	3375442	639	1	2	1789624	stringent starvation protein A	
3174	1	rpsI	b3230,ECK3219,f130,JW3199	72.76020050048828	3375837	3376229	393	1	1	1789625	30S ribosomal subunit protein S9	
3175	1	rplM	b3231,ECK3220,f142,JW3200	72.76899719238281	3376245	3376673	429	1	1	1789626	50S ribosomal subunit protein L13	
3176	1	yhcM	b3232,ECK3221,f375,JW3201	72.78289794921875	3376892	3378019	1128	1	2	1789627	conserved protein with nucleoside triphosphate hydrolase domain	
3177	1	yhcB	b3233,ECK3222,JW5539,o134	72.8114013671875	3378213	3378611	399	0	2	87082232	hypothetical protein	
3178	1	degQ	b3234,ECK3223,hhoA,JW3203,o455	72.82330322265625	3378765	3380132	1368	0	2	1789629	serine endoprotease, periplasmic	
3179	1	degS	b3235,ECK3224,hhoB,htrH,JW3204,o355	72.85469818115234	3380222	3381289	1068	0	1	1789630	serine endoprotease, periplasmic	11442831
3180	1	mdh	b3236,ECK3225,f312,JW3205	72.87909698486328	3381352	3382290	939	1	2	1789632	malate dehydrogenase, NAD(P)-binding	
3181	1	argR	b3237,ECK3226,JW3206,o156,Rarg,xerA	72.90869903564453	3382725	3383195	471	0	2	1789633	DNA-binding transcriptional dual regulator, L-arginine-binding	3149585
3182	1	yhcN	b3238,ECK3227,JW5540,o104	72.92669677734375	3383560	3383823	264	0	2	87082233	hypothetical protein	
3183	1	yhcO	b3239,ECK3228,f90,JW3208	72.93350219726562	3383879	3384151	273	1	2	1789635	putative barnase inhibitor	
3184	1	aaeB	b3240,ECK3229,f655,JW3209,yhcP	72.94139862060547	3384243	3386210	1968	1	2	1789636	p-hydroxybenzoic acid efflux system component	
3185	1	aaeA	b3241,ECK3230,f310,JW3210,yhcQ	72.98390197753906	3386216	3387148	933	1	2	1789637	p-hydroxybenzoic acid efflux system component	
3186	1	aaeX	b3242,ECK3231,f90,JW5541,yhcR	73.00420379638672	3387156	3387359	204	1	2	87082234	membrane protein of efflux system	
3187	1	aaeR	b3243,ECK3232,JW3212,o309,qseA,yhcS	73.01249694824219	3387542	3388471	930	0	2	1789639	transcriptional regulator for aaeXAB operon	
3188	1	tldD	b3244,ECK3233,JW3213,yhdO	73.035400390625	3388605	3390050	1446	1	2	1789640	putative peptidase	
3189	1	yhdP	b3245,b3246,b4472,ECK3234,f282,f986,JW5542,yhdQ,yhdR	73.07579803466797	3390480	3394280	3801	1	2	48994929	conserved membrane protein, predicted transporter	
3191	1	rng	adhR,b3247,cafA,ECK3235,JW3216,yhdF	73.1592025756836	3394348	3395817	1470	1	2	87082235	ribonuclease G	
3192	1	yhdE	b3248,ECK3236,JW3217,maf	73.19059753417969	3395807	3396400	594	1	2	1789646	Maf-like protein	
3193	1	mreD	b3249,ECK3237,f162,JW3218	73.20359802246094	3396409	3396897	489	1	1	1789647	cell wall structural complex MreBCD transmembrane component MreD	2687239
3194	1	mreC	b3250,ECK3238,JW3219	73.21410369873047	3396897	3398000	1104	1	1	1789648	cell wall structural complex MreBCD transmembrane component MreC	2687239
3195	1	mreB	b3251,ECK3239,envB,f367,JW3220,mon,rodY	73.23930358886719	3398066	3399109	1044	1	1	87082236	cell wall structural complex MreBCD, actin-like component MreB	2687239
3196	1	csrD	b3252,ECK3240,f646,JW3221,yhdA	73.26840209960938	3399414	3401354	1941	1	2	1789650	targeting factor for csrBC sRNA degradation	
3197	1	acuI	b3253,ECK3241,JW3222,o324,yhdH	73.3134994506836	3401506	3402480	975	0	2	1789651	putative acryloyl-CoA reductase	
10257	1	yrdF	b4697,ECK4509	73.33519744873047	3402517	3402659	143	0	2			
10169	1	yrdE	b4646,ECK4442	73.33830261230469	3402660	3403053	394	0	2			
3199	1	accB	b3255,ECK3242,fabE,JW3223,o156	73.35549926757812	3403458	3403928	471	0	1	1789653	acetyl CoA carboxylase, BCCP subunit	7693652
3200	1	accC	b3256,ECK3243,fabG,JW3224,o449	73.36589813232422	3403939	3405288	1350	0	1	1789654	acetyl-CoA carboxylase, biotin carboxylase subunit	7693652
3202	1	yhdT	b3257,ECK3244,JW3225,o80	73.39730072021484	3405397	3405639	243	0	2	1789655	conserved inner membrane protein	
3201	1	panF	b3258,ECK3245,JW3226,o485	73.40229797363281	3405629	3407080	1452	0	2	87082237	pantothenate:sodium symporter	
3203	1	prmA	b3259,ECK3246,JW3227,o293,prm-1,yhdI	73.43389892578125	3407092	3407973	882	0	2	2367208	methyltransferase for 50S ribosomal subunit protein L11	
3204	1	dusB	b3260,ECK3247,JW3228,o321,yhdG	73.45989990234375	3408302	3409267	966	0	2	1789660	tRNA-dihydrouridine synthase B	
3205	1	fis	b3261,ECK3248,JW3229,nbp,o98	73.4813003540039	3409293	3409589	297	0	2	1789661	global DNA-binding transcriptional dual regulator	7862098
3206	1	yhdJ	b3262,ccrM,ECK3249,JW5543,o296	73.489501953125	3409675	3410559	885	0	2	87082238	DNA adenine methyltransferase, SAM-dependent	
3207	1	yhdU	b3263,ECK3250,JW3231,o59	73.5103988647461	3410643	3410822	180	0	2	1789663	putative membrane protein	
3208	1	envR	acrS,b3264,ECK3251,f220,JW3232,yhdK	73.51429748535156	3410825	3411487	663	1	2	1789664	DNA-binding transcriptional regulator	
3209	1	acrE	b3265,ECK3252,envC,JW3233,o385	73.53720092773438	3411886	3413043	1158	0	2	1789665	cytoplasmic membrane lipoprotein	1720861,
3210	1	acrF	b3266,ECK3253,envD,JW3234,o1034	73.5624008178711	3413055	3416159	3105	0	2	1789666	multidrug efflux system protein	1720861
3211	1	yhdV	b3267,ECK3254,JW3235,o73	73.63469696044922	3416412	3416633	222	0	2	1789667	putative outer membrane protein	
3212	1	yhdW	b3268,ECK3255,JW3236,o305	73.6488037109375	3417064	3418088	1025	0	2			
3213	1	yhdX	b3269,ECK3256,JW5544,o368	73.67230224609375	3418156	3419337	1182	0	2	48994930	putative amino-acid transporter subunit	
3214	1	yhdY	b3270,ECK3257,JW5545,o368	73.697998046875	3419347	3420450	1104	0	2	87082239	putative amino-acid transporter subunit	
3215	1	yhdZ	b3271,ECK3258,JW3239,o252	73.7219009399414	3420458	3421216	759	0	2	1789672	putative amino-acid transporter subunit	
7	2	rrfF	b3272,ECK3259,JWR0073,rrfDbeta,rrvD	73.74320220947266	3421445	3421564	120	1	2		5S ribosomal RNA of rrnD operon	
57	3	thrV	b3273,ECK3260,JWR0074	73.74659729003906	3421602	3421677	76	1	2		tRNA-Thr	
8	2	rrfD	b3274,ECK3261,JWR0075	73.74849700927734	3421690	3421809	120	1	2		5S ribosomal RNA of rrnD operon	
9	2	rrlD	b3275,ECK3262,JWR0076	73.75309753417969	3421902	3424805	2904	1	2		23S ribosomal RNA of rrnD operon	
58	3	alaU	b3276,ECK3263,JWR0077,talD	73.81939697265625	3424980	3425055	76	1	2		tRNA-Ala	9729611
59	3	ileU	b3277,ECK3264,JWR0078,tilD	73.8218994140625	3425098	3425174	77	1	2		tRNA-Ile	9729611
10	2	rrsD	b3278,ECK3265,JWR0079	73.82510375976562	3425243	3426784	1542	1	2		16S ribosomal RNA of rrnD operon	
3216	1	yrdA	b3279,ECK3266,JW5710,o256	73.86849975585938	3427258	3427812	555	0	2	87082240	hypothetical protein	
3217	1	yrdB	b3280,ECK3267,f85,JW3241	73.87989807128906	3427788	3428045	258	1	2	1789674	hypothetical protein	
3218	1	aroE	b3281,ECK3268,f272,JW3242	73.8853988647461	3428042	3428860	819	1	2	1789675	dehydroshikimate reductase, NAD(P)-binding	8611179
3219	1	tsaC	b3282,ECK3269,f190,JW3243,rimN,yrdC	73.9030990600586	3428865	3429437	573	1	1	2367210	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein, threonine-dependent ADP-forming ATPase	
3220	1	yrdD	b3283,ECK3270,f169,JW5949	73.91560363769531	3429442	3429984	543	1	2	48994931	putative DNA topoisomerase	
3221	1	smg	b3284,ECK3271,JW3245	73.92790222167969	3430013	3430486	474	1	2	1789679	hypothetical protein	
3222	1	smf	b3285,b3286,b4473,ECK3272,f102,f102e,f253,JW5708,smf_2	73.9375	3430458	3431582	1125	1	2	48994932	hypothetical protein	
3224	1	def	b3287,ECK3273,fms,JW3248,o169	73.9645004272461	3431712	3432221	510	0	1	1789682	peptide deformylase	8641475
3225	1	fmt	b3288,ECK3274,JW3249,o315,yhdD	73.97579956054688	3432236	3433183	948	0	1	1789683	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	1624424
3226	1	rsmB	b3289,ECK3275,fmu,fmv,JW3250,o429,rrmB,sun,yhdB	73.99720001220703	3433229	3434518	1290	0	2	2367212	16S rRNA m(5)C967 methyltransferase, SAM-dependent	10194318
3227	1	trkA	b3290,ECK3276,JW3251,o458,sapG	74.02539825439453	3434540	3435916	1377	0	2	1789685	NAD-binding component of TrK potassium transporter	
3228	1	mscL	b3291,ECK3277,JW3252,o136,stkA,yhdC	74.05789947509766	3436046	3436456	411	0	2	1789686	mechanosensitive channel protein, high conductance	
10170	1	arfA	b4550,ECK3278,JW3253,yhdL	74.06670379638672	3436453	3436671	219	1	2	87082241	alternate ribosome-rescue factor A	
3229	1	zntR	b3292,ECK3279,f141,JW3254,yhdM	74.07260131835938	3436727	3437152	426	1	2	1789687	DNA-binding transcriptional activator in response to Zn(II)	
3230	1	yhdN	b3293,ECK3280,f122,JW3255	74.08200073242188	3437163	3437531	369	1	2	1789688	conserved protein, DUF1992 family	
3231	1	rplQ	b3294,ECK3281,f127,JW3256	74.09220123291016	3437638	3438021	384	1	1	1789689	50S ribosomal subunit protein L17	
3232	1	rpoA	b3295,ECK3282,f329,JW3257,pez,phs,sez	74.10140228271484	3438062	3439051	990	1	1	1789690	RNA polymerase, alpha subunit	6154799
3233	1	rpsD	b3296,ECK3283,f206,JW3258,ramA,sud	74.12319946289062	3439077	3439697	621	1	1	1789691	30S ribosomal subunit protein S4	
3234	1	rpsK	b3297,ECK3284,f129,JW3259	74.13729858398438	3439731	3440120	390	1	1	1789692	30S ribosomal subunit protein S11	
3235	1	rpsM	b3298,ECK3285,f118,JW3260	74.14610290527344	3440137	3440493	357	1	1	1789693	30S ribosomal subunit protein S13	
3236	1	rpmJ	b3299,ECK3286,f38,JW3261,secX	74.15689849853516	3440640	3440756	117	1	2	1789695	50S ribosomal subunit protein L36	
3237	1	secY	b3300,ECK3287,f443,JW3262,prlA	74.16010284423828	3440788	3442119	1332	1	1	1789696	preprotein translocase membrane subunit	8183945
3238	1	rplO	b3301,ECK3288,f144,JW3263	74.18900299072266	3442127	3442561	435	1	1	1789697	50S ribosomal subunit protein L15	
3239	1	rpmD	b3302,ECK3289,f59,JW3264	74.19840240478516	3442565	3442744	180	1	1	1789698	50S ribosomal subunit protein L30	
3240	1	rpsE	b3303,ECK3290,eps,f167,JW3265,spc,spcA	74.20240020751953	3442748	3443251	504	1	1	1789699	30S ribosomal subunit protein S5	
3241	1	rplR	b3304,ECK3291,f117,JW3266	74.2135009765625	3443266	3443619	354	1	1	1789700	50S ribosomal subunit protein L18	
3242	1	rplF	b3305,ECK3292,f177,JW3267	74.22129821777344	3443629	3444162	534	1	1	1789701	50S ribosomal subunit protein L6	
3243	1	rpsH	b3306,ECK3293,f130,JW3268	74.23310089111328	3444175	3444567	393	1	1	1789702	30S ribosomal subunit protein S8	
3244	1	rpsN	b3307,ECK3294,f101,JW3269	74.24230194091797	3444601	3444906	306	1	1	1789703	30S ribosomal subunit protein S14	
3245	1	rplE	b3308,ECK3295,f179,JW3270	74.24919891357422	3444921	3445460	540	1	1	1789704	50S ribosomal subunit protein L5	
3246	1	rplX	b3309,ECK3296,f104,JW3271	74.26110076904297	3445475	3445789	315	1	1	1789705	50S ribosomal subunit protein L24	
3247	1	rplN	b3310,ECK3297,f123,JW3272	74.26809692382812	3445800	3446171	372	1	1	1789706	50S ribosomal subunit protein L14	
3248	1	rpsQ	b3311,ECK3298,f84,JW3273,neaA	74.27970123291016	3446336	3446590	255	1	1	1789707	30S ribosomal subunit protein S17	
3249	1	rpmC	b3312,ECK3299,f63,JW3274	74.28520202636719	3446590	3446781	192	1	1	1789708	50S ribosomal subunit protein L29	
3250	1	rplP	b3313,ECK3300,f136,JW3275	74.28929901123047	3446781	3447191	411	1	1	1789709	50S ribosomal subunit protein L16	
3251	1	rpsC	b3314,ECK3301,f233,JW3276	74.29840087890625	3447204	3447905	702	1	1	1789710	30S ribosomal subunit protein S3	
3252	1	rplV	b3315,ECK3302,eryB,f110,JW3277	74.31390380859375	3447923	3448255	333	1	1	1789711	50S ribosomal subunit protein L22	
3253	1	rpsS	b3316,ECK3303,f92,JW3278	74.32140350341797	3448270	3448548	279	1	1	1789712	30S ribosomal subunit protein S19	
3254	1	rplB	b3317,ECK3304,f273,JW3279	74.32769775390625	3448565	3449386	822	1	1	1789713	50S ribosomal subunit protein L2	
3255	1	rplW	b3318,ECK3305,f100,JW3280	74.3458023071289	3449404	3449706	303	1	1	1789714	50S ribosomal subunit protein L23	
3256	1	rplD	b3319,ECK3306,eryA,f201,JW3281	74.35230255126953	3449703	3450308	606	1	1	1789715	50S ribosomal subunit protein L4	
3257	1	rplC	b3320,ECK3307,f209,JW3282	74.3655014038086	3450319	3450948	630	1	1	1789716	50S ribosomal subunit protein L3	
3258	1	rpsJ	b3321,ECK3308,f103,JW3283,nusE	74.37979888916016	3450981	3451292	312	1	1	1789717	30S ribosomal subunit protein S10	
3259	1	gspB	b3322,ECK3309,f139,JW3284,pinO,pioO	74.3916015625	3451530	3451949	420	1	2	1789719	part of gsp divergon involved in type II protein secretion	
3260	1	gspA	b3323,ECK3310,f489,JW3285,yheD	74.40070343017578	3451951	3453420	1470	1	2	1789720	general secretory pathway component, cryptic	
3261	1	gspC	b3324,ECK3311,JW3286,o271,yheE	74.43620300292969	3453600	3454415	816	0	2	1789721	general secretory pathway component, cryptic	
3262	1	gspD	b3325,ECK3312,JW5707,o654,yheF	74.45349884033203	3454399	3456351	1953	0	2	87082242	general secretory pathway component, cryptic	
3263	1	gspE	b3326,ECK3313,JW3288,o493,yheG	74.49579620361328	3456361	3457842	1482	0	2	1789723	general secretory pathway component, cryptic	
3264	1	gspF	b3327,ECK3314,hofF,hopF,JW3289,o398	74.52760314941406	3457839	3459035	1197	0	2	1789724	general secretory pathway component, cryptic	
3265	1	gspG	b3328,ECK3315,hofG,hopG,JW3290,o145	74.55359649658203	3459045	3459482	438	0	2	1789725	pseudopilin, cryptic, general secretion pathway	
3266	1	gspH	b3329,ECK3316,hofH,hopH,JW3291,o169	74.56320190429688	3459490	3459999	510	0	2	1789726	putative general secretory pathway component, cryptic	
3267	1	gspI	b3330,ECK3317,JW5706,o138,yheH	74.5740966796875	3459996	3460373	378	0	2	87082243	general secretory pathway component, cryptic	
3268	1	gspJ	b3331,ECK3318,JW3293,o195,yheI	74.58209991455078	3460366	3460953	588	0	2	1789728	putative general secretory pathway component, cryptic	
3269	1	gspK	b3332,ECK3319,JW3294,o327,yheJ	74.59459686279297	3460946	3461929	984	0	2	1789729	general secretory pathway component, cryptic	
3270	1	gspL	b3333,ECK3320,JW5705,o388,yheK	74.61609649658203	3461944	3463107	1164	0	2	87082244	general secretory pathway component, cryptic	
3271	1	gspM	b3334,ECK3321,hopZ,JW5704,o161,pshM	74.64109802246094	3463104	3463565	462	0	2	87082245	general secretory pathway component, cryptic	
3272	1	gspO	b3335,ECK3322,hofD,hopD,hopO,JW3297,o225,yheC	74.6510009765625	3463565	3464242	678	0	2	1789732	bifunctional prepilin leader peptidase/ methylase	
3273	1	bfr	b3336,ECK3323,f158,JW3298	74.66619873046875	3464271	3464747	477	1	2	1789733	bacterioferritin, iron storage and detoxification protein	10049371
3275	1	bfd	b3337,ECK3324,f64,JW3299,yheA	74.6781005859375	3464819	3465013	195	1	2	1789735	bacterioferritin-associated ferredoxin	
3274	1	chiA	b3338,ECK3325,f897,JW3300,yheB	74.68589782714844	3465182	3467875	2694	1	2	1789736	periplasmic endochitinase	
3276	1	tufA	b3339,ECK3326,f394,JW3301,kirT,pulT	74.75019836425781	3468167	3469351	1185	1	2	1789737	protein chain elongation factor EF-Tu (duplicate of tufB)	9928940
3277	1	fusA	b3340,ECK3327,f704,far,fus,JW3302	74.77729797363281	3469422	3471536	2115	1	1	1789738	protein chain elongation factor EF-G, GTP-binding	8282687
3278	1	rpsG	b3341,ECK3328,f179,JW3303	74.82340240478516	3471564	3472103	540	1	1	1789739	30S ribosomal subunit protein S7	
3279	1	rpsL	asuB,b3342,ECK3329,f124,JW3304,strA	74.83709716796875	3472200	3472574	375	1	1	1789740	30S ribosomal subunit protein S12	
3280	1	tusB	b3343,ECK3330,f95,JW3305,tusB,yheL	74.847900390625	3472700	3472987	288	1	2	1789741	protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	
3281	1	tusC	b3344,ECK3331,f119,JW3306,tusC,yheM	74.85430145263672	3472995	3473354	360	1	2	1789742	protein required for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	
3282	1	tusD	b3345,ECK3332,f128,JW3307,tusD,yheN	74.86199951171875	3473354	3473740	387	1	2	1789743	sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	
3283	1	yheO	b3346,ECK3333,f244,JW5703	74.87030029296875	3473740	3474462	723	1	2	87082246	hypothetical protein	
3284	1	fkpA	b3347,ECK3334,f270,JW3309,yzzS	74.8895034790039	3474629	3475441	813	1	2	1789745	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	8878048
3285	1	slyX	b3348,ECK3335,JW3310,o72	74.91179656982422	3475662	3475880	219	0	2	1789747	protein required for phi X174 lysis	
3286	1	slyD	b3349,ECK3336,f196,JW3311	74.9175033569336	3475929	3476519	591	1	2	1789748	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)	
10171	1	yheV	b4551,ECK3337,JW3312	74.93229675292969	3476614	3476814	201	1	2	87082247	hypothetical protein	
3287	1	kefB	b3350,ECK3338,f601,JW3313,trkB	74.93679809570312	3476824	3478629	1806	1	2	1789749	potassium:proton antiporter	
3288	1	kefG	b3351,ECK3339,f184,JW3314,yheR	74.97570037841797	3478629	3479183	555	1	2	1789750	potassium-efflux system ancillary protein for KefB, glutathione-regulated	
3289	1	yheS	b3352,ECK3340,JW3315,o637	74.99040222167969	3479311	3481224	1914	0	2	1789751	fused predicted transporter subunits of ABC superfamily: ATP-binding components	
3290	1	yheT	b3353,ECK3341,JW3316,o340	75.03160095214844	3481224	3482246	1023	0	2	1789752	putative hydrolase	
3291	1	yheU	b3354,ECK3342,JW3317,o72	75.05349731445312	3482240	3482458	219	0	2	1789753	hypothetical protein	
3292	1	prkB	b3355,ECK3343,JW3318,o289,prk?,yhfF	75.05940246582031	3482512	3483381	870	0	2	2367214	putative phosphoribulokinase	
3293	1	yhfA	b3356,ECK3344,f134,JW3319	75.07929992675781	3483436	3483840	405	1	2	1789755	conserved protein, OsmC family	
3294	1	crp	b3357,cap,csm,ECK3345,JW5702,o210	75.09449768066406	3484142	3484774	633	0	2	1789756	DNA-binding transcriptional dual regulator	3896929
3295	1	yhfK	b3358,ECK3346,JW5701,o696	75.10900115966797	3484813	3486915	2103	0	2	87082248	conserved inner membrane protein	
3296	1	argD	alaB,Arg1,argG,b3359,dapC,dtu,ECK3347,f406,JW3322	75.15570068359375	3486982	3488202	1221	1	2	1789759	bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase	3896929
3297	1	pabA	b3360,ECK3348,f187,JW3323	75.18389892578125	3488288	3488851	564	1	2	1789760	aminodeoxychorismate synthase, subunit II	
3298	1	fic	b3361,ECK3349,f200,fic-1,JW3324,vhpT	75.19670104980469	3488883	3489485	603	1	2	1789761	stationary-phase adenosine monophosphate-protein transferase domain protein	1656497
3300	1	yhfG	b3362,ECK3350,f55,JW3325,vhpA	75.20950317382812	3489475	3489642	168	1	2	1789762	putative Fic-binding protein	
3299	1	ppiA	b3363,ECK3351,f190,JW3326,rot	75.21530151367188	3489747	3490319	573	1	2	1789763	peptidyl-prolyl cis-trans isomerase A (rotamase A)	
3301	1	tsgA	b3364,cytX,ECK3352,gutS,JW3327,o393,yhfC,yhfH	75.2334976196289	3490590	3491771	1182	0	2	1789764	putative transporter	
3302	1	nirB	b3365,ECK3353,JW3328,o847	75.26460266113281	3492033	3494576	2544	0	2	1789765	nitrite reductase, large subunit, NAD(P)H-binding	6262434
3303	1	nirD	b3366,ECK3354,JW3329,o108	75.31939697265625	3494573	3494899	327	0	2	1789766	nitrite reductase, NAD(P)H-binding, small subunit	
3304	1	nirC	b3367,ECK3355,JW3330,o184	75.3291015625	3495025	3495831	807	0	2	87082249	nitrite transporter	
3305	1	cysG	b3368,ECK3356,JW3331,o457	75.3469009399414	3495850	3497223	1374	0	2	1789768	fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase andsiroheme ferrochelatase/uroporphyrinogen methyltransferase	3896929
3306	1	yhfL	b3369,ECK3357,JW3332,o55	75.38179779052734	3497470	3497637	168	0	2	1789770	small lipoprotein	
3307	1	frlA	b3370,ECK3358,JW3333,o462,yhfM	75.3917007446289	3497932	3499269	1338	0	2	87082250	putative fructoselysine transporter	
3308	1	frlB	b3371,ECK3359,JW5700,o347,yhfN	75.4209976196289	3499290	3500312	1023	0	2	87082251	fructoselysine-6-P-deglycase	
3309	1	frlC	b3372,b3373,b4474,ECK3360,JW5699,o134,o149,yhfO,yhfP	75.44409942626953	3500362	3501192	831	0	2	48994933	fructoselysine 3-epimerase	
3311	1	frlD	b3374,ECK3361,JW3337,o261,yhfQ	75.46189880371094	3501189	3501974	786	0	2	1789775	fructoselysine 6-kinase	
3312	1	frlR	b3375,ECK3362,JW5698,o265,yhfR	75.48100280761719	3502074	3502805	732	0	2	87082252	putative DNA-binding transcriptional regulator	
3313	1	yhfS	b3376,ECK3363,f361,JW3339	75.5000991821289	3502957	3504042	1086	1	2	1789777	hypothetical protein	
3314	1	yhfT	b3377,ECK3364,f434,JW3340	75.52369689941406	3504054	3505358	1305	1	2	2367218	putative inner membrane protein	
3315	1	yhfU	b3378,ECK3365,f130,JW5697	75.5521011352539	3505370	3505723	354	1	2	87082253	hypothetical protein	
3316	1	php	b3379,ECK3366,f292,JW3342,yhfV	75.55989837646484	3505734	3506612	879	1	2	1789780	putative hydrolase	
3317	1	yhfW	b3380,ECK3367,f408,JW3343	75.57879638671875	3506609	3507835	1227	1	2	1789781	putative mutase	
3318	1	yhfX	b3381,ECK3368,f387,JW3344	75.6052017211914	3507835	3508998	1164	1	2	1789782	putative amino acid racemase	
3319	1	yhfY	b3382,ECK3369,f134,JW5696	75.6321029663086	3509082	3509444	363	1	2	87082254	hypothetical protein	
3320	1	yhfZ	b3383,ECK3370,f228,JW5948	75.64019775390625	3509461	3510366	906	1	2	48994934	hypothetical protein	
3321	1	trpS	b3384,ECK3371,f334,JW3347	75.66600036621094	3510656	3511660	1005	1	1	1789786	tryptophanyl-tRNA synthetase	4869215
3322	1	gph	b3385,ECK3372,JW3348,yhfE	75.6875	3511653	3512411	759	1	2	1789787	phosphoglycolate phosphatase	
3323	1	rpe	b3386,dod,ECK3373,f225,JW3349,yhfD	75.70369720458984	3512404	3513081	678	1	2	1789788	D-ribulose-5-phosphate 3-epimerase	
3324	1	dam	b3387,ECK3374,f278,JW3350	75.71859741210938	3513099	3513935	837	1	2	1789789	DNA adenine methyltransferase	
3325	1	damX	b3388,ECK3375,f428,JW3351,yhfB	75.73899841308594	3514042	3515328	1287	1	2	1789790	cell division protein that binds to the septal ring	
3326	1	aroB	b3389,ECK3376,f362,JW3352	75.7686996459961	3515420	3516508	1089	1	2	1789791	3-dehydroquinate synthase	9379896
3327	1	aroK	b3390,ECK3377,JW5947	75.79340362548828	3516565	3517086	522	1	2	87082255	shikimate kinase I	9379896
3328	1	hofQ	b3391,ECK3378,f412,hopQ,JW3354	75.81320190429688	3517487	3518725	1239	1	2	1789793	protein required for the utilization of DNA as a carbon source; fimbrial transporter homolog	
3329	1	hofP	b3392,ECK3379,f147,JW5694,yrfA	75.83799743652344	3518637	3519041	405	1	2	87082256	protein required for the utilization of DNA as a carbon source	
3331	1	hofO	b3393,ECK3380,f146,JW3356,yrfB	75.84649658203125	3519031	3519471	441	1	2	1789795	protein required for the utilization of DNA as a carbon source	
3330	1	hofN	b3394,ECK3381,f179,JW3357,yrfC	75.85559844970703	3519455	3519994	540	1	2	1789796	protein required for the utilization of DNA as a carbon source; fimbrial assembly protein homolog	
3332	1	hofM	b3395,ECK3382,f268,JW5693,yrfD	75.86730194091797	3519994	3520773	780	1	2	87082257	protein required for the utilization of DNA as a carbon source, pilus assembly protein homolog	
